NO.       NAME         VALUE         ERROR  FIXED
0        D88  3.170000e-10  1.000000e+00  FIXED
1        D87  3.171653e-10  1.510503e-14
2        D86  3.172830e-10  4.064687e-14
3        D84  3.174471e-10  3.612210e-14
4      cmax0  6.130000e+00  1.000000e+00  FIXED
5      cmin0  6.000000e-01  1.000000e+00  FIXED
6   offset84  5.881599e-01  4.214672e-02
7   offset87  9.629021e-02  1.704586e-02
8   offset86  1.190529e-01  4.937183e-02
--------------------------------------

