NO.       NAME         VALUE         ERROR  FIXED
0        D88  3.170000e-10  1.000000e+00  FIXED
1        D87  3.171442e-10  2.449666e-14
2        D86  3.172825e-10  2.155534e-14
3        D84  3.179446e-10  1.994558e-13
4      cmax0  6.130000e+00  1.000000e+00  FIXED
5      cmin0  6.000000e-01  1.000000e+00  FIXED
6   offset84  3.884257e-01  2.608200e-01
7   offset87  -2.719177e-02  2.792772e-02
8   offset86  -6.716311e-02  2.819538e-02
--------------------------------------

