0,132.6,127.77,1.5778,7.8614,73.157,94.571,154.32,154.6,-0.6536,-1.5946,170.63,171.04,16.989,20.537,4.0961,0,11.979,0,-0.038124,-0.25315,-0.45915,-0.034102,0.21698,-0.47732,0,0,0,0,0,0,0.046979,0.051605,-0.00579,-0.00057795,0.037869,0.021882,-0.10433,0.051466,6.9327,1.986
-0.48751,132.94,128.1,1.5876,6.7102,75.865,92.965,151.28,152.45,-0.76954,-1.5283,170.49,171.2,17.396,20.433,4.0075,-10.643,10.086,-227.16,-0.027603,-0.25316,-0.45687,-0.022633,0.21901,-0.47553,1.2624,-0.0017221,0.2741,1.3763,0.24283,0.21477,0.055559,0.058397,-0.0052018,2.2621e-05,0.040705,0.026282,-0.10357,0.051857,7.5324,3.2357
-0.46821,133.28,128.48,1.6105,5.5895,78.284,91.419,148.05,150.38,-0.86591,-1.445,170.38,171.38,17.891,20.347,3.9175,-10.799,8.219,-223.98,-0.017017,-0.2531,-0.45443,-0.011561,0.22104,-0.47375,1.2704,0.0078581,0.29234,1.3286,0.24369,0.2137,0.064139,0.064907,-0.0045001,0.00060279,0.043735,0.030565,-0.1028,0.052299,8.0986,4.4407
-0.43314,133.65,128.88,1.6501,4.5425,80.392,89.994,144.8,148.47,-0.9344,-1.3405,170.31,171.59,18.447,20.284,3.8287,-10.651,6.4427,-213.16,-0.0064543,-0.25292,-0.45181,-0.0011213,0.22305,-0.47201,1.2675,0.02161,0.31462,1.2527,0.24206,0.2088,0.072563,0.070969,-0.003648,0.0011495,0.047043,0.034682,-0.10202,0.052816,8.6025,5.55
-0.38515,134.06,129.32,1.7079,3.6076,82.184,88.736,141.64,146.77,-0.96791,-1.2122,170.29,171.84,19.033,20.248,3.7437,-10.195,4.8158,-195.23,0.004016,-0.25259,-0.44897,0.0084923,0.22504,-0.47033,1.2564,0.038979,0.34109,1.1536,0.23834,0.20097,0.080712,0.076454,-0.0026137,0.0016531,0.050697,0.038585,-0.10126,0.053426,9.0222,6.5253
-0.32782,134.56,129.8,1.7826,2.8151,83.663,87.666,138.62,145.32,-0.96111,-1.0598,170.34,172.13,19.621,20.246,3.6652,-9.4213,3.3886,-171.26,0.014348,-0.2521,-0.44587,0.017137,0.22698,-0.46874,1.2398,0.059173,0.3715,1.0374,0.23294,0.19121,0.088517,0.081272,-0.001373,0.0021077,0.054746,0.042232,-0.10049,0.05414,9.3447,7.3427
-0.265,135.18,130.36,1.8706,2.1851,84.831,86.781,135.79,144.12,-0.91099,-0.88591,170.47,172.45,20.188,20.279,3.5961,-8.2958,2.1993,-142.72,0.024518,-0.25142,-0.4425,0.024723,0.22887,-0.46724,1.2203,0.081291,0.40521,0.91031,0.22621,0.18053,0.095949,0.08538,8.8141e-05,0.0025114,0.059215,0.045583,-0.099731,0.054963,9.5668,7.9926
-0.20038,135.94,131.05,1.9657,1.7258,85.687,86.049,133.15,143.18,-0.81718,-0.69564,170.67,172.8,20.722,20.352,3.5398,-6.7516,1.2729,-111.17,0.03452,-0.25055,-0.43882,0.031214,0.23069,-0.46582,1.2003,0.10442,0.44117,0.7789,0.21842,0.16983,0.10302,0.088778,0.0017733,0.0028668,0.06411,0.048601,-0.098972,0.055893,9.6949,8.4782
-0.13729,136.9,131.92,2.0599,1.4346,86.221,85.416,130.67,142.47,-0.68221,-0.49674,170.95,173.16,21.215,20.464,3.5007,-4.6921,0.62139,-78.183,0.044366,-0.24949,-0.43484,0.036624,0.23243,-0.46449,1.1816,0.12766,0.47805,0.64929,0.20978,0.15979,0.10978,0.091506,0.0036755,0.0031798,0.069417,0.051257,-0.098207,0.056921,9.7441,8.8121
-0.078458,138.09,133.04,2.1445,1.2983,86.413,84.805,128.34,141.93,-0.51159,-0.29892,171.3,173.52,21.67,20.615,3.484,-2.0068,0.24475,-45.196,0.054079,-0.24823,-0.43055,0.041018,0.23411,-0.46323,1.1655,0.1502,0.5143,0.52724,0.20049,0.15093,0.11629,0.093634,0.0057772,0.0034599,0.075107,0.053527,-0.09743,0.058033,9.7358,9.0137
