0,148.45,150.66,8.4879,6.902,75.741,63.526,132.06,165.25,0.46871,-0.31797,179.78,176.79,18.795,12.466,-6.2738,0,-5.7793,0,-0.0044538,-0.2247,-0.42665,0.0056462,0.21689,-0.4399,0,0,0,0,0,0,0.086282,0.041593,-0.011368,0.023267,-0.0032205,0.050961,-0.028528,0.020627,-2.0079,19.371
0.59866,152.9,154.2,8.1806,6.8629,68.895,59.219,131.85,165.69,0.12519,-0.44601,179.3,177,19.402,12.308,-6.3265,-6.3242,-6.1586,-45.523,-0.0067696,-0.22516,-0.43102,0.0034317,0.21713,-0.44228,-0.2779,-0.055388,-0.52437,-0.26574,0.029911,-0.28505,0.087523,0.041296,-0.011782,0.023638,-0.0018769,0.053127,-0.028501,0.020772,-2.5307,19.291
0.59017,157.23,157.61,7.8957,6.8322,61.479,54.899,131.61,166.12,-0.2098,-0.57558,178.83,177.21,20.04,12.161,-6.3874,-7.306,-6.5553,-47.599,-0.0088374,-0.22561,-0.43543,0.00133,0.21747,-0.44462,-0.24813,-0.05391,-0.52945,-0.2522,0.040526,-0.28161,0.088856,0.040955,-0.012199,0.02406,-0.00050244,0.055295,-0.028464,0.020963,-3.0616,19.225
0.57257,161.39,160.88,7.6385,6.8083,53.663,50.541,131.34,166.53,-0.53231,-0.70641,178.37,177.42,20.703,12.026,-6.4591,-8.6135,-6.9715,-49.945,-0.010527,-0.22604,-0.43983,-0.00060394,0.21792,-0.4469,-0.20275,-0.051095,-0.52814,-0.23208,0.053862,-0.27359,0.090294,0.04056,-0.012615,0.024544,0.00091534,0.057439,-0.02841,0.021217,-3.5967,19.173
0.54797,165.33,164,7.4128,6.7905,45.722,46.136,131.03,166.92,-0.83828,-0.83747,177.91,177.64,21.386,11.905,-6.5435,-10.124,-7.4055,-52.082,-0.01173,-0.22643,-0.44417,-0.0023316,0.2185,-0.44908,-0.1444,-0.046708,-0.52091,-0.20732,0.069708,-0.26122,0.091846,0.0401,-0.013027,0.025094,0.0023904,0.059528,-0.028331,0.021546,-4.1325,19.135
0.51884,169.01,166.93,7.2208,6.7791,37.994,41.705,130.68,167.26,-1.1235,-0.9668,177.46,177.85,22.075,11.799,-6.6408,-11.682,-7.8508,-53.44,-0.01237,-0.22676,-0.44841,-0.003833,0.21923,-0.45112,-0.07672,-0.040546,-0.50827,-0.18017,0.087627,-0.24484,0.093512,0.039565,-0.01343,0.025716,0.0039371,0.061535,-0.028222,0.021962,-4.6651,19.11
0.48779,172.4,169.64,7.0642,6.7752,30.815,37.303,130.31,167.57,-1.3834,-1.0914,177.02,178.05,22.756,11.708,-6.7502,-13.121,-8.296,-53.423,-0.012403,-0.22703,-0.4525,-0.0051068,0.22012,-0.45299,-0.003982,-0.032491,-0.49074,-0.15285,0.10697,-0.22482,0.095281,0.038946,-0.013821,0.026407,0.0055686,0.063432,-0.028073,0.022473,-5.1911,19.092
0.45731,175.45,172.12,6.9438,6.781,24.439,33.017,129.92,167.82,-1.6133,-1.2075,176.61,178.26,23.412,11.634,-6.8692,-14.283,-8.725,-51.482,-0.011825,-0.22722,-0.4564,-0.0061687,0.22118,-0.45467,0.069332,-0.022552,-0.46877,-0.12743,0.1269,-0.20162,0.097134,0.03824,-0.014194,0.027163,0.0072958,0.065198,-0.027879,0.023081,-5.7069,19.076
0.42961,178.12,174.32,6.8608,6.7993,19.011,28.953,129.54,168.03,-1.8086,-1.3103,176.24,178.45,24.022,11.575,-6.9945,-15.035,-9.1185,-47.213,-0.010668,-0.22731,-0.46009,-0.0070487,0.2224,-0.45614,0.13885,-0.01088,-0.44278,-0.10559,0.14645,-0.1758,0.09904,0.037444,-0.014547,0.027974,0.0091268,0.066815,-0.027633,0.023786,-6.2091,19.054
0.40658,179.63,176.22,6.8163,6.8328,14.564,25.216,129.17,168.17,-1.9647,-1.395,175.9,178.62,24.565,11.531,-7.1219,-15.282,-9.4555,-40.446,-0.0089962,-0.22729,-0.46353,-0.0077868,0.22377,-0.45737,0.2006,0.0022255,-0.41313,-0.088582,0.16458,-0.14803,0.10096,0.036565,-0.014873,0.028827,0.011066,0.068271,-0.027333,0.024582,-6.6944,19.018
0.38954,177.83,177.79,6.8117,6.8837,11.047,21.897,128.84,168.26,-2.0782,-1.4563,175.62,178.77,25.023,11.502,-7.2467,-14.977,-9.7164,-31.309,-0.0069025,-0.22716,-0.4667,-0.0084281,0.22528,-0.45836,0.25125,0.016335,-0.38023,-0.076957,0.18027,-0.11909,0.10285,0.035612,-0.01517,0.029704,0.013115,0.069565,-0.026975,0.025458,-7.16,18.959
0.37926,176.49,179.02,6.8486,6.9535,8.358,19.055,128.57,168.29,-2.1465,-1.4897,175.41,178.9,25.38,11.485,-7.3643,-14.119,-9.8852,-20.254,-0.0045006,-0.2269,-0.46957,-0.0090155,0.22688,-0.45911,0.28822,0.030916,-0.34454,-0.070481,0.19264,-0.089773,0.10465,0.034605,-0.015432,0.030586,0.015267,0.070705,-0.026559,0.026402,-7.6037,18.866
0.37583,175.62,179.91,6.9287,7.0428,6.3648,16.717,128.38,168.27,-2.1688,-1.4914,175.26,178.99,25.626,11.479,-7.4706,-12.754,-9.9521,-8.0269,-0.0019179,-0.22652,-0.47213,-0.0095828,0.22856,-0.45962,0.30992,0.045364,-0.30671,-0.068083,0.20101,-0.060872,0.10632,0.033569,-0.015655,0.031453,0.01751,0.07171,-0.026089,0.027398,-8.0241,18.733
0.3787,175.21,179.53,7.0534,7.1508,4.9274,14.881,128.28,168.22,-2.1462,-1.4586,175.2,179.04,25.756,11.483,-7.5621,-10.974,-9.9154,4.4078,0.00071409,-0.22603,-0.47436,-0.01015,0.23026,-0.4599,0.31584,0.059026,-0.26752,-0.068059,0.20501,-0.033117,0.1078,0.032535,-0.015835,0.032287,0.019826,0.072609,-0.02557,0.028432,-8.4208,18.552
