0,126.85,125.25,8.0713,4.2012,97.503,95.238,148.39,174.53,-1.5379,-5.1028,170.59,165.11,14.839,13.481,-6.4643,0,-4.6304,0,-0.033447,-0.26149,-0.33722,-0.049632,0.23772,-0.38633,0,0,0,0,0,0,0.036809,0.0041576,-0.032603,0.020979,-0.037179,-0.0055807,-0.045077,0.034408,2.158,15.844
0.63849,133.21,127.18,7.8528,4.1897,94.035,95.31,147.76,175.64,-1.2748,-4.9477,171.88,166.03,15.05,13.767,-4.5465,230.14,-6.8511,-266.48,-0.032135,-0.26137,-0.33937,-0.053676,0.23954,-0.38848,0.15742,0.014966,-0.25833,-0.48522,0.21758,-0.25737,0.041443,-0.002881,-0.034137,0.021183,-0.027251,-0.0076057,-0.046081,0.033878,1.0439,14.727
0.64345,139.53,129.21,7.6117,4.1648,90.297,95.11,147.22,174.31,-1.0267,-4.8077,173.05,166.88,15.263,14.343,-2.6891,222.89,-8.932,-249.71,-0.031225,-0.26129,-0.3416,-0.057974,0.24124,-0.39072,0.10923,0.0099678,-0.26761,-0.51574,0.20472,-0.2696,0.045855,-0.0099165,-0.035649,0.021364,-0.017736,-0.009621,-0.047079,0.033317,-0.065086,13.644
0.64547,145.67,131.36,7.3471,4.132,86.309,94.614,146.77,171.76,-0.80239,-4.6856,174.09,167.63,15.478,15.098,-0.95307,208.32,-10.767,-220.23,-0.030863,-0.26126,-0.3439,-0.062505,0.24277,-0.39307,0.043432,0.0030118,-0.27599,-0.54382,0.18329,-0.28198,0.049921,-0.016752,-0.037111,0.021507,-0.0089226,-0.011546,-0.048052,0.032718,-1.1426,12.63
0.64443,151.49,133.67,7.059,4.096,82.085,93.805,146.41,168.99,-0.61022,-4.584,175,168.29,15.694,15.907,0.61169,187.77,-12.272,-180.53,-0.031175,-0.26131,-0.34626,-0.067246,0.24406,-0.39552,-0.037439,-0.0056161,-0.28328,-0.5689,0.15471,-0.29401,0.053529,-0.023216,-0.038497,0.021602,-0.0010553,-0.01332,-0.048987,0.032075,-2.1647,11.716
0.6399,156.93,136.15,6.7486,4.0609,77.634,92.672,146.14,166.33,-0.45732,-4.5042,175.75,168.85,15.909,16.659,1.9697,162.96,-13.385,-133.63,-0.032256,-0.26144,-0.34867,-0.072163,0.24507,-0.39806,-0.12965,-0.0155,-0.28909,-0.59003,0.12081,-0.30493,0.056584,-0.029171,-0.039789,0.021643,0.005673,-0.014902,-0.049869,0.031385,-3.1101,10.924
0.6312,161.94,138.81,6.4189,4.0301,72.958,91.213,145.96,163.92,-0.34876,-4.4472,176.35,169.31,16.123,17.268,3.1004,135.69,-14.073,-82.521,-0.03416,-0.26165,-0.35111,-0.07721,0.24576,-0.40068,-0.22852,-0.026137,-0.29289,-0.60561,0.083611,-0.31376,0.05901,-0.034511,-0.040978,0.02163,0.011129,-0.016275,-0.050691,0.030648,-3.9607,10.267
0.61755,166.51,141.64,6.0743,4.0071,68.064,89.432,145.87,161.83,-0.287,-4.4125,176.81,169.66,16.335,17.676,3.9975,107.64,-14.322,-29.901,-0.036899,-0.26196,-0.35356,-0.082322,0.24614,-0.40334,-0.32872,-0.036965,-0.29404,-0.61347,0.045087,-0.31939,0.060755,-0.039158,-0.042057,0.021566,0.015242,-0.01744,-0.051444,0.029869,-4.7004,9.7514
0.59827,170.65,144.61,5.7213,3.9957,62.967,87.338,145.87,160.1,-0.27155,-4.3986,177.12,169.9,16.545,17.848,4.6663,80.253,-14.139,21.91,-0.040438,-0.26236,-0.356,-0.087414,0.2462,-0.40601,-0.42458,-0.047394,-0.29187,-0.61103,0.0070748,-0.32073,0.061792,-0.043058,-0.043028,0.021461,0.017996,-0.018412,-0.052125,0.029054,-5.3157,9.3734
0.57305,174.36,147.7,5.3681,4,57.712,84.956,145.96,158.74,-0.29888,-4.4026,177.3,170.06,16.749,17.771,5.1217,54.654,-13.549,70.919,-0.044691,-0.26283,-0.35838,-0.092379,0.24596,-0.40865,-0.51047,-0.056827,-0.28581,-0.59575,-0.028825,-0.31682,0.062121,-0.04617,-0.043893,0.021324,0.019436,-0.019213,-0.052728,0.028214,-5.7945,9.1242
0.54212,177.67,150.85,5.0246,4.0253,52.379,82.319,146.13,157.77,-0.36267,-4.4204,177.37,170.13,16.945,17.45,5.3858,31.69,-12.587,115.35,-0.049535,-0.26337,-0.36067,-0.097093,0.24545,-0.41121,-0.58118,-0.064675,-0.27542,-0.56568,-0.061305,-0.307,0.061769,-0.048464,-0.044661,0.021167,0.019652,-0.019872,-0.05325,0.027361,-6.1265,8.9902
0.50623,179.39,154.02,4.702,4.0771,47.091,79.482,146.4,157.19,-0.45426,-4.4467,177.34,170.13,17.129,16.903,5.4852,11.931,-11.307,153.58,-0.054805,-0.26396,-0.36284,-0.10143,0.2447,-0.41364,-0.63245,-0.070379,-0.26052,-0.52001,-0.089373,-0.29099,0.060788,-0.049923,-0.045341,0.021,0.018779,-0.020417,-0.053689,0.026506,-6.3028,8.9539
0.46654,176.82,157.13,4.4118,4.1609,42.007,76.519,146.74,157.01,-0.56339,-4.4757,177.23,170.08,17.296,16.164,5.4494,-4.2926,-9.7731,184.12,-0.060315,-0.26457,-0.36486,-0.10525,0.24377,-0.41588,-0.66126,-0.07345,-0.24121,-0.45938,-0.11237,-0.26892,0.059256,-0.05054,-0.04594,0.020832,0.016984,-0.020879,-0.054041,0.025664,-6.3173,8.9958
0.42446,174.61,160.13,4.1651,4.2814,37.303,73.523,147.16,157.23,-0.67906,-4.5009,177.07,170,17.442,15.283,5.3089,-16.862,-8.0587,205.73,-0.065867,-0.26518,-0.36667,-0.10847,0.24268,-0.41789,-0.6662,-0.073522,-0.21793,-0.38586,-0.12998,-0.24137,0.057265,-0.050326,-0.04647,0.02067,0.014452,-0.021292,-0.054303,0.024846,-6.1668,9.0957
0.38144,172.74,162.95,3.9715,4.4413,33.145,70.605,147.64,157.82,-0.79053,-4.516,176.87,169.9,17.563,14.325,5.0936,-25.844,-6.2454,217.6,-0.071263,-0.26577,-0.36827,-0.11099,0.2415,-0.41963,-0.64749,-0.070414,-0.19139,-0.30266,-0.14218,-0.20929,0.054916,-0.049317,-0.046937,0.020517,0.01138,-0.02169,-0.054472,0.024063,-5.8531,9.234
0.33888,171.2,165.53,3.838,4.6408,29.669,67.882,148.16,158.77,-0.8882,-4.5153,176.67,169.8,17.655,13.367,4.8314,-31.457,-4.416,219.53,-0.07632,-0.2663,-0.36962,-0.11277,0.24025,-0.42108,-0.60684,-0.064152,-0.16259,-0.21371,-0.1492,-0.17395,0.052316,-0.04758,-0.047351,0.020371,0.0079576,-0.022106,-0.054544,0.023326,-5.3839,9.3925
