16 16 16
0
34744240 29787544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
29787544 205243506 87976634 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 87976634 419602294 148362534 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 148362534 617867458 195815668 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 195815668 742344664 215385145 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 215385145 746287348 196940609 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 196940609 643145332 160395344 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 160395344 491702288 114911510 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 114911510 333685864 72514451 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 72514451 198585324 39836277 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 39836277 101886416 18407448 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 18407448 43179912 6757811 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 6757811 14316406 1909494 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 1909494 3603952 386106 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 386106 547472 25543 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 25543 13288 
1
29787544 205243506 87976634 0 0 0 0 0 0 0 0 0 0 0 0 0 
205243506 597611598 738336782 209042296 0 0 0 0 0 0 0 0 0 0 0 0 
87976634 738336782 1214928906 1259193790 311974748 0 0 0 0 0 0 0 0 0 0 0 
0 209042296 1259193790 1771525424 1651271973 371245276 0 0 0 0 0 0 0 0 0 0 
0 0 311974748 1651271973 2105249800 1782379356 362215731 0 0 0 0 0 0 0 0 0 
0 0 0 371245276 1782379356 2080060486 1623097174 312140931 0 0 0 0 0 0 0 0 
0 0 0 0 362215731 1623097174 1760315500 1307214500 237129105 0 0 0 0 0 0 0 
0 0 0 0 0 312140931 1307214500 1329893580 930487536 156672474 0 0 0 0 0 0 
0 0 0 0 0 0 237129105 930487536 891440734 580633203 89301198 0 0 0 0 0 
0 0 0 0 0 0 0 156672474 580633203 520695736 312549474 42334095 0 0 0 0 
0 0 0 0 0 0 0 0 89301198 312549474 260064358 139647447 15927735 0 0 0 
0 0 0 0 0 0 0 0 0 42334095 139647447 105308712 48887015 4542116 0 0 
0 0 0 0 0 0 0 0 0 0 15927735 48887015 32362848 12790929 920131 0 
0 0 0 0 0 0 0 0 0 0 0 4542116 12790929 7041976 2079870 56624 
0 0 0 0 0 0 0 0 0 0 0 0 920131 2079870 776078 81947 
0 0 0 0 0 0 0 0 0 0 0 0 0 56624 81947 9528 
2
0 87976634 419602294 148362534 0 0 0 0 0 0 0 0 0 0 0 0 
87976634 738336782 1214928906 1259193790 311974748 0 0 0 0 0 0 0 0 0 0 0 
419602294 1214928906 1715985138 2064451428 1911258462 421187808 0 0 0 0 0 0 0 0 0 0 
148362534 1259193790 2064451428 2473013550 2684325308 2255430583 446066193 0 0 0 0 0 0 0 0 0 
0 311974748 1911258462 2684325308 2905540974 2863234079 2192689545 408752408 0 0 0 0 0 0 0 0 
0 0 421187808 2255430583 2863234079 2821523260 2560417750 1871351279 327562312 0 0 0 0 0 0 0 
0 0 0 446066193 2192689545 2560417750 2329299398 2020678174 1401035335 228708808 0 0 0 0 0 0 
0 0 0 0 408752408 1871351279 2020678174 1732501266 1418695261 914072010 135959177 0 0 0 0 0 
0 0 0 0 0 327562312 1401035335 1418695261 1141285374 873945808 514843833 67171254 0 0 0 0 
0 0 0 0 0 0 228708808 914072010 873945808 653491556 463612640 240203005 25996363 0 0 0 
0 0 0 0 0 0 0 135959177 514843833 463612640 318269326 202275645 88245526 7545043 0 0 
0 0 0 0 0 0 0 0 67171254 240203005 202275645 123397268 68158290 24356124 1499497 0 
0 0 0 0 0 0 0 0 0 25996363 88245526 68158290 35025302 16276416 4290747 101290 
0 0 0 0 0 0 0 0 0 0 7545043 24356124 16276416 6474918 2125368 193942 
0 0 0 0 0 0 0 0 0 0 0 1499497 4290747 2125368 564856 56235 
0 0 0 0 0 0 0 0 0 0 0 0 101290 193942 56235 7328 
3
0 0 148362534 617867458 195815668 0 0 0 0 0 0 0 0 0 0 0 
0 209042296 1259193790 1771525424 1651271973 371245276 0 0 0 0 0 0 0 0 0 0 
148362534 1259193790 2064451428 2473013550 2684325308 2255430583 446066193 0 0 0 0 0 0 0 0 0 
617867458 1771525424 2473013550 2941095738 3178921486 3136477050 2397880338 444635512 0 0 0 0 0 0 0 0 
195815668 1651271973 2684325308 3178921486 3415520564 3350509652 3018727741 2183768091 379182729 0 0 0 0 0 0 0 
0 371245276 2255430583 3136477050 3350509652 3259360270 2927027510 2519819421 1728039335 278667570 0 0 0 0 0 0 
0 0 446066193 2397880338 3018727741 2927027510 2616611126 2248506648 1839918670 1181792816 175036314 0 0 0 0 0 
0 0 0 444635512 2183768091 2519819421 2248506648 1906460880 1544566898 1178365862 692158079 89890954 0 0 0 0 
0 0 0 0 379182729 1728039335 1839918670 1544566898 1229108742 930451562 654731365 336294789 36627440 0 0 0 
0 0 0 0 0 278667570 1181792816 1178365862 930451562 688193902 481779612 301248642 128464595 11012487 0 0 
0 0 0 0 0 0 175036314 692158079 654731365 481779612 326336390 203201350 109388092 36797817 2224198 0 
0 0 0 0 0 0 0 89890954 336294789 301248642 203201350 121381458 65027365 29528828 6791975 146697 
0 0 0 0 0 0 0 0 36627440 128464595 109388092 65027365 32039862 13930756 4564061 339405 
0 0 0 0 0 0 0 0 0 11012487 36797817 29528828 13930756 5155540 1517396 149462 
0 0 0 0 0 0 0 0 0 0 2224198 6791975 4564061 1517396 421882 39048 
0 0 0 0 0 0 0 0 0 0 0 146697 339405 149462 39048 5172 
4
0 0 0 195815668 742344664 215385145 0 0 0 0 0 0 0 0 0 0 
0 0 311974748 1651271973 2105249800 1782379356 362215731 0 0 0 0 0 0 0 0 0 
0 311974748 1911258462 2684325308 2905540974 2863234079 2192689545 408752408 0 0 0 0 0 0 0 0 
195815668 1651271973 2684325308 3178921486 3415520564 3350509652 3018727741 2183768091 379182729 0 0 0 0 0 0 0 
742344664 2105249800 2905540974 3415520564 3643902594 3550664770 3182651280 2713482824 1845885448 296728188 0 0 0 0 0 0 
215385145 1782379356 2863234079 3350509652 3550664770 3418193084 3036762289 2589514377 2093635476 1332043801 195568416 0 0 0 0 0 
0 362215731 2192689545 3018727741 3182651280 3036762289 2670263842 2262181352 1832369401 1389126373 815620537 105991866 0 0 0 0 
0 0 408752408 2183768091 2713482824 2589514377 2262181352 1893464718 1513759934 1144248097 799431847 411036857 44661519 0 0 0 
0 0 0 379182729 1845885448 2093635476 1832369401 1513759934 1188821624 886222264 619898691 383537762 164553602 14448335 0 0 
0 0 0 0 296728188 1332043801 1389126373 1144248097 886222264 646080618 444594220 276540362 145461507 49495478 3067900 0 
0 0 0 0 0 195568416 815620537 799431847 619898691 444594220 297681650 181067013 96192486 41564626 9261842 198138 
0 0 0 0 0 0 105991866 411036857 383537762 276540362 181067013 107383652 55100604 24517441 7287839 481855 
0 0 0 0 0 0 0 44661519 164553602 145461507 96192486 55100604 26714786 10899753 3420154 306786 
0 0 0 0 0 0 0 0 14448335 49495478 41564626 24517441 10899753 4093988 1173589 99517 
0 0 0 0 0 0 0 0 0 3067900 9261842 7287839 3420154 1173589 362374 31817 
0 0 0 0 0 0 0 0 0 0 198138 481855 306786 99517 31817 4304 
5
0 0 0 0 215385145 746287348 196940609 0 0 0 0 0 0 0 0 0 
0 0 0 371245276 1782379356 2080060486 1623097174 312140931 0 0 0 0 0 0 0 0 
0 0 421187808 2255430583 2863234079 2821523260 2560417750 1871351279 327562312 0 0 0 0 0 0 0 
0 371245276 2255430583 3136477050 3350509652 3259360270 2927027510 2519819421 1728039335 278667570 0 0 0 0 0 0 
