Term,AY,Semester,Crn1,Crn2,School,Course1,Course2,Level,Schedule,Enroll
201140,2010-11,Spring,43162,,SD,BIOL499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43163,,SD,SCDV499,,Undergraduate,Independent Study,2
201140,2010-11,Spring,43164,,AD,ATDV480,,Undergraduate,Internship,1
201140,2010-11,Spring,43165,,AD,POSC499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43166,,AD,FREN495,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43167,,AD,POSC499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43168,,SD,BIOL499,,Undergraduate,Independent Study,2
201140,2010-11,Spring,43169,,SD,BIOL499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43170,,SD,BIOL499,,Undergraduate,Independent Study,2
201140,2010-11,Spring,43171,,SD,BIOL499,,Undergraduate,Independent Study,2
201140,2010-11,Spring,43172,,SD,SCDV499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43173,,AD,PSYC499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43174,,AD,SWRK499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43175,,SD,CHEM499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43176,,SD,SCDV499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43177,,BD,BUDV499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43178,,BD,MKMG499,,Undergraduate,Independent Study,2
201140,2010-11,Spring,43179,,AD,SWRK499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43180,,AD,POSC499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43182,,SD,BIOL499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43183,,SD,BIOL499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43184,,AD,CREA497,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43185,,SD,BIOL499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43186,,AD,ATDV480,,Undergraduate,Internship,1
201140,2010-11,Spring,43187,,AD,CREA497,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43188,,AD,SPAN495,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43189,,BD,MKMG499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,43191,,BD,BUDV499,,Undergraduate,Independent Study,1
201140,2010-11,Spring,41672,42027,SD,BIOL225,ENVA250,Undergraduate,Lab,13
201140,2010-11,Spring,41737,42028,SD,BIOL225,ENVA250,Undergraduate,Lab,15
201140,2010-11,Spring,41671,42026,SD,BIOL225,ENVA250,Undergraduate,Lecture,28
201140,2010-11,Spring,42023,42852,BD,ECON340,ENVA300,Undergraduate,Lecture,26
201140,2010-11,Spring,42463,42998,AD,BUDV420,SOCI385,Undergraduate,Lecture,14
201140,2010-11,Spring,42392,43030,SD,CSIS351,MATH350,Undergraduate,Lecture,20
201140,2010-11,Spring,42971,42993,AD,ENVA230,RELG270,Undergraduate,Lecture,32
201140,2010-11,Spring,42925,,BD,MKMG334,,Undergraduate,Lecture,23
201140,2010-11,Spring,42963,,BD,MKMG334,,Undergraduate,Lecture,24
201140,2010-11,Spring,42759,43046,AD,HIST457,MULT300,Undergraduate,Lecture,15
201140,2010-11,Spring,42956,43003,AD,CSIS200,WSTU300,Undergraduate,Lecture,11
201140,2010-11,Spring,42772,43047,AD,GLST300,HIST402,Undergraduate,Lecture,24
201140,2010-11,Spring,42930,42931,AD,CLSS306,HIST336,Undergraduate,Lecture,34
201140,2010-11,Spring,42734,43035,AD,MULT300,WSTU300,Undergraduate,Lecture,31
201140,2010-11,Spring,41706,43036,AD,MULT300,WSTU300,Undergraduate,Lecture,28
201140,2010-11,Spring,42758,43122,AD,AMST485,HIST403,Undergraduate,Lecture,11
201140,2010-11,Spring,42787,43020,AD,CLSS220,ENGL051,Undergraduate,Lecture,28
201230,2011-12,Fall,30593,31121,AD,MULT180,POSC140,Undergraduate,Lecture,30
201230,2011-12,Fall,30594,31122,AD,MULT180,POSC140,Undergraduate,Lecture,30
201230,2011-12,Fall,31393,,AD,HIST485,,Undergraduate,Lecture,3
201230,2011-12,Fall,30759,31136,AD,MULT300,RELG280,Undergraduate,Lecture,35
201230,2011-12,Fall,31140,31141,AD,MULT354,RELG385,Undergraduate,Lecture,22
201230,2011-12,Fall,31173,31401,AD,ENGL285,MULT300,Undergraduate,Lecture,22
201230,2011-12,Fall,30191,,AD,HIST330,,Undergraduate,Lecture,35
201230,2011-12,Fall,30744,31155,AD,HIST461,MULT410,Undergraduate,Lecture,13
201230,2011-12,Fall,30194,31163,AD,MULT300,WSTU300,Undergraduate,Lecture,24
201230,2011-12,Fall,30518,31179,AD,ENGL215,WSTU215,Undergraduate,Lecture,28
201230,2011-12,Fall,30847,31180,AD,ENGL372,MULT360,Undergraduate,Lecture,25
201230,2011-12,Fall,30330,,AD,ENGL490,,Undergraduate,Seminar,12
201230,2011-12,Fall,31154,,AD,HIST401,,Undergraduate,Lecture,15
201230,2011-12,Fall,31170,31195,AD,ENGL215,WSTU215,Undergraduate,Lecture,28
201230,2011-12,Fall,31168,31196,AD,ENGL210,WSTU210,Undergraduate,Lecture,25
201230,2011-12,Fall,30804,31197,AD,ENGL210,WSTU210,Undergraduate,Lecture,27
201230,2011-12,Fall,30379,31212,AD,CREA231,GLST300,Undergraduate,Lecture,30
201230,2011-12,Fall,31218,,AD,CREA231,,Undergraduate,Lecture,22
201230,2011-12,Fall,30769,31433,AD,MULT300,WSTU260,Undergraduate,Lecture,30
201230,2011-12,Fall,30821,31298,AD,CLSS305,HIST335,Undergraduate,Lecture,36
201230,2011-12,Fall,31228,31304,AD,PCST240,RELG300,Undergraduate,Lecture,24
201230,2011-12,Fall,31178,31397,AD,ENGL376,MULT335,Undergraduate,Lecture,25
201230,2011-12,Fall,31177,,AD,ENGL374,,Undergraduate,Lecture,27
201230,2011-12,Fall,30600,31430,AD,MULT300,RELG400,Undergraduate,Lecture,23
201230,2011-12,Fall,30766,,AD,SOCI130,,Undergraduate,Lecture,29
201230,2011-12,Fall,30767,31432,AD,MULT300,SOCI130,Undergraduate,Lecture,30
201230,2011-12,Fall,31236,31456,AD,GLST300,SOCI376,Undergraduate,Lecture,15
201230,2011-12,Fall,30001,,SD,ENVA100,,Undergraduate,Lecture,17
201230,2011-12,Fall,30002,,SD,PHYS110,,Undergraduate,Lecture,25
201230,2011-12,Fall,30003,,SD,PHYS110,,Undergraduate,Lab,22
201230,2011-12,Fall,30004,,SD,PHYS110,,Undergraduate,Lecture,24
201230,2011-12,Fall,30006,,SD,PHYS130,,Undergraduate,Lab,15
201230,2011-12,Fall,30007,,SD,PHYS132,,Undergraduate,Lecture,8
201230,2011-12,Fall,30008,,SD,BIOL110,,Undergraduate,Lecture,30
201230,2011-12,Fall,30009,,SD,BIOL110,,Undergraduate,Lecture,30
201230,2011-12,Fall,30010,,SD,BIOL110,,Undergraduate,Lecture,33
201230,2011-12,Fall,30011,,SD,BIOL170,,Undergraduate,Lecture,30
201230,2011-12,Fall,30012,,SD,BIOL130,,Undergraduate,Lecture,32
201230,2011-12,Fall,30013,,SD,BIOL130,,Undergraduate,Lab,16
201230,2011-12,Fall,30014,,SD,BIOL220,,Undergraduate,Lecture,32
201230,2011-12,Fall,30015,,AD,PSYC300,,Undergraduate,Lab,8
201230,2011-12,Fall,30016,,SD,BIOL220,,Undergraduate,Lecture,19
201230,2011-12,Fall,30017,,SD,BIOL220,,Undergraduate,Lecture,14
201230,2011-12,Fall,30018,,SD,BIOL220,,Undergraduate,Lab,16
201230,2011-12,Fall,30019,,AD,PSYC300,,Undergraduate,Lab,8
201230,2011-12,Fall,30020,,SD,BIOL220,,Undergraduate,Lab,15
201230,2011-12,Fall,30021,,SD,BIOL220,,Undergraduate,Lab,10
201230,2011-12,Fall,30023,,SD,BIOL220,,Undergraduate,Lab,8
201230,2011-12,Fall,30027,,AD,EDUC210,,Undergraduate,Lecture,17
201230,2011-12,Fall,30028,,AD,EDUC210,,Undergraduate,Lecture,24
201230,2011-12,Fall,30029,,AD,EDUC481,,Undergraduate,Practicum,6
201230,2011-12,Fall,30030,,AD,EDUC481,,Undergraduate,Practicum,3
201230,2011-12,Fall,30031,,AD,EDUC481,,Undergraduate,Practicum,7
201230,2011-12,Fall,30032,,AD,EDUC495,,Undergraduate,Workshop,14
201230,2011-12,Fall,30033,,AD,EDUC496,,Undergraduate,Workshop,14
201230,2011-12,Fall,30034,,AD,HIST101,,Undergraduate,Lecture,31
201230,2011-12,Fall,30035,,AD,HIST101,,Undergraduate,Lecture,30
201230,2011-12,Fall,30036,,AD,FREN101,,Undergraduate,Lecture/Lab,20
201230,2011-12,Fall,30038,,AD,GERM101,,Undergraduate,Lecture/Lab,8
201230,2011-12,Fall,30040,,AD,SPAN101,,Undergraduate,Lecture/Lab,20
201230,2011-12,Fall,30041,,AD,SPAN301,,Undergraduate,Lecture,15
201230,2011-12,Fall,30042,,AD,SPAN301,,Undergraduate,Lecture,12
201230,2011-12,Fall,30052,,AD,ENGL011,,Undergraduate,Lecture,19
201230,2011-12,Fall,30053,,AD,ENGL011,,Undergraduate,Lecture,20
201230,2011-12,Fall,30054,,AD,ENGL011,,Undergraduate,Lecture,20
201230,2011-12,Fall,30056,,AD,PSYC100,,Undergraduate,Lecture,30
201230,2011-12,Fall,30057,,AD,PHIL101,,Undergraduate,Lecture,22
201230,2011-12,Fall,30058,,AD,PHIL101,,Undergraduate,Lecture,29
201230,2011-12,Fall,30059,,AD,POSC100,,Undergraduate,Lecture,21
201230,2011-12,Fall,30060,,AD,SWRK100,,Undergraduate,Lecture,25
201230,2011-12,Fall,30061,,AD,SWRK300,,Undergraduate,Lecture,26
201230,2011-12,Fall,30062,,SD,BIOL440,,Undergraduate,Lecture,26
201230,2011-12,Fall,30063,,SD,BIOL440,,Undergraduate,Lab,15
201230,2011-12,Fall,30064,,SD,BIOL440,,Undergraduate,Lab,11
201230,2011-12,Fall,30066,,SD,MATH110,,Undergraduate,Lecture,31
201230,2011-12,Fall,30067,,SD,MATH110,,Undergraduate,Lecture,30
201230,2011-12,Fall,30068,,SD,MATH110,,Undergraduate,Lecture,32
201230,2011-12,Fall,30071,,SD,MATH110,,Undergraduate,Lab,17
201230,2011-12,Fall,30072,,SD,MATH210,,Undergraduate,Lecture,32
201230,2011-12,Fall,30073,,SD,MATH310,,Undergraduate,Lecture,17
201230,2011-12,Fall,30074,,SD,CHEM210,,Undergraduate,Lecture,23
201230,2011-12,Fall,30075,,SD,CHEM210,,Undergraduate,Lab,13
201230,2011-12,Fall,30076,,SD,CHEM210,,Undergraduate,Lab,16
201230,2011-12,Fall,30077,,SD,CHEM210,,Undergraduate,Lecture,26
201230,2011-12,Fall,30078,,SD,CHEM210,,Undergraduate,Lab,8
201230,2011-12,Fall,30079,,SD,CHEM210,,Undergraduate,Lab,16
201230,2011-12,Fall,30080,,SD,CHEM210,,Undergraduate,Lecture,13
201230,2011-12,Fall,30081,,SD,CHEM210,,Undergraduate,Lab,11
201230,2011-12,Fall,30082,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201230,2011-12,Fall,30083,,SD,CHEM110,,Undergraduate,Chem Studio Lab,18
201230,2011-12,Fall,30084,,SD,CHEM110,,Undergraduate,Lab,16
201230,2011-12,Fall,30085,,SD,CHEM110,,Undergraduate,Lab,15
201230,2011-12,Fall,30086,,SD,CHEM110,,Undergraduate,Lecture,24
201230,2011-12,Fall,30087,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201230,2011-12,Fall,30088,,SD,CHEM110,,Undergraduate,Chem Studio Lab,10
201230,2011-12,Fall,30089,,SD,CHEM110,,Undergraduate,Lab,16
201230,2011-12,Fall,30090,,SD,CHEM110,,Undergraduate,Lecture,35
201230,2011-12,Fall,30091,,SD,CHEM110,,Undergraduate,Chem Studio Lab,18
201230,2011-12,Fall,30092,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201230,2011-12,Fall,30093,,SD,CHEM110,,Undergraduate,Lecture,33
201230,2011-12,Fall,30094,,SD,CHEM110,,Undergraduate,Chem Studio Lab,17
201230,2011-12,Fall,30095,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201230,2011-12,Fall,30096,,SD,CHEM210,,Undergraduate,Lab,11
201230,2011-12,Fall,30097,,SD,CHEM110,,Undergraduate,Lab,15
201230,2011-12,Fall,30098,,SD,CHEM110,,Undergraduate,Lab,15
201230,2011-12,Fall,30099,,SD,CHEM110,,Undergraduate,Lab,15
201230,2011-12,Fall,30100,,SD,CHEM110,,Undergraduate,Lab,14
201230,2011-12,Fall,30101,,SD,CHEM110,,Undergraduate,Lab,16
201230,2011-12,Fall,30102,,SD,CSIS010,,Undergraduate,Lecture,30
201230,2011-12,Fall,30103,,SD,CSIS010,,Undergraduate,Lecture,31
201230,2011-12,Fall,30104,,SD,CSIS010,,Undergraduate,Lab,15
201230,2011-12,Fall,30105,,SD,CSIS010,,Undergraduate,Lab,14
201230,2011-12,Fall,30106,,SD,CSIS010,,Undergraduate,Lab,15
201230,2011-12,Fall,30107,,SD,CSIS010,,Undergraduate,Lab,15
201230,2011-12,Fall,30108,,SD,CSIS010,,Undergraduate,Lab,10
201230,2011-12,Fall,30109,,SD,CSIS110,,Undergraduate,Lecture,25
201230,2011-12,Fall,30110,,SD,CSIS110,,Undergraduate,Lecture,31
201230,2011-12,Fall,30111,,SD,CSIS110,,Undergraduate,Lab,15
201230,2011-12,Fall,30112,,SD,CSIS110,,Undergraduate,Lab,13
201230,2011-12,Fall,30113,,SD,CSIS110,,Undergraduate,Lab,17
201230,2011-12,Fall,30114,,SD,CSIS110,,Undergraduate,Lab,12
201230,2011-12,Fall,30115,,SD,CSIS210,,Undergraduate,Lecture,30
201230,2011-12,Fall,30116,,SD,CSIS210,,Undergraduate,Lab,16
201230,2011-12,Fall,30117,,SD,CSIS220,,Undergraduate,Lecture,29
201230,2011-12,Fall,30118,,SD,CSIS410,,Undergraduate,Lecture,22
201230,2011-12,Fall,30119,,SD,MATH360,,Undergraduate,Lecture,8
201230,2011-12,Fall,30121,,AD,ATDV789,,Undergraduate,Internship,3
201230,2011-12,Fall,30127,,AD,ENGL250,,Undergraduate,Lecture,30
201230,2011-12,Fall,30128,,SD,PHYS010,,Undergraduate,Lecture,32
201230,2011-12,Fall,30129,,SD,CSIS010,,Undergraduate,Lecture,30
201230,2011-12,Fall,30130,,SD,CSIS010,,Undergraduate,Lab,11
201230,2011-12,Fall,30131,,SD,SCDV480,,Undergraduate,Internship,2
201230,2011-12,Fall,30133,,SD,SCDV480,,Undergraduate,Internship,7
201230,2011-12,Fall,30134,,AD,HIST201,,Undergraduate,Lecture,35
201230,2011-12,Fall,30135,,AD,SPAN330,,Undergraduate,Lecture,15
201230,2011-12,Fall,30136,,SD,CSIS110,,Undergraduate,Lecture,25
201230,2011-12,Fall,30137,,SD,CSIS110,,Undergraduate,Lab,14
201230,2011-12,Fall,30138,,AD,ATDV787,,Undergraduate,Lecture,1
201230,2011-12,Fall,30143,,AD,POSC796,,Undergraduate,Seminar,1
201230,2011-12,Fall,30144,,AD,POSC797,,Undergraduate,Seminar,1
201230,2011-12,Fall,30145,,AD,ENGL011,,Undergraduate,Lecture,19
201230,2011-12,Fall,30146,,AD,WRIT360,,Undergraduate,Lecture,18
201230,2011-12,Fall,30147,,SD,CSIS110,,Undergraduate,Lab,15
201230,2011-12,Fall,30148,,SD,BIOL130,,Undergraduate,Lecture,31
201230,2011-12,Fall,30149,,SD,CSIS210,,Undergraduate,Lab,14
201230,2011-12,Fall,30152,,AD,ATDV110,,Undergraduate,Lecture,16
201230,2011-12,Fall,30153,,AD,PSYC400,,Undergraduate,Lecture,12
201230,2011-12,Fall,30154,,AD,SOCI190,,Undergraduate,Lecture,28
201230,2011-12,Fall,30155,,SD,BIOL130,,Undergraduate,Lab,16
201230,2011-12,Fall,30156,,SD,MATH110,,Undergraduate,Lab,15
201230,2011-12,Fall,30157,,AD,ENGL791,,Undergraduate,Seminar,1
201230,2011-12,Fall,30158,,SD,MATH110,,Undergraduate,Lab,15
201230,2011-12,Fall,30159,,SD,MATH120,,Undergraduate,Lecture,24
201230,2011-12,Fall,30160,,AD,RELG360,,Undergraduate,Lecture,23
201230,2011-12,Fall,30161,,AD,EDUC260,,Undergraduate,Lecture,13
201230,2011-12,Fall,30162,,AD,ENGL200,,Undergraduate,Lecture,21
201230,2011-12,Fall,30163,,AD,ENGL200,,Undergraduate,Lecture,27
201230,2011-12,Fall,30164,,AD,WRIT220,,Undergraduate,Lecture,18
201230,2011-12,Fall,30165,,AD,PSYC100,,Undergraduate,Lecture,30
201230,2011-12,Fall,30166,,AD,PSYC220,,Undergraduate,Lecture,37
201230,2011-12,Fall,30167,,AD,PSYC220,,Undergraduate,Lecture,36
201230,2011-12,Fall,30168,,AD,HIST203,,Undergraduate,Lecture,35
201230,2011-12,Fall,30169,,AD,ATDV110,,Undergraduate,Lecture,24
201230,2011-12,Fall,30170,,AD,SWRK452,,Undergraduate,Lecture,25
201230,2011-12,Fall,30172,,AD,POSC130,,Undergraduate,Lecture,29
201230,2011-12,Fall,30174,,SD,MATH210,,Undergraduate,Lab,15
201230,2011-12,Fall,30175,,SD,MATH191,,Undergraduate,Lecture,18
201230,2011-12,Fall,30178,,AD,PHIL101,,Undergraduate,Lecture,24
201230,2011-12,Fall,30179,,AD,PSYC260,,Undergraduate,Lecture,30
201230,2011-12,Fall,30180,,AD,PSYC260,,Undergraduate,Lecture,30
201230,2011-12,Fall,30181,,AD,RELG141,,Undergraduate,Lecture,25
201230,2011-12,Fall,30182,,AD,RELG141,,Undergraduate,Lecture,25
201230,2011-12,Fall,30183,,SD,CHEM240,,Undergraduate,Lecture,32
201230,2011-12,Fall,30184,,SD,BIOL420,,Undergraduate,Lecture,26
201230,2011-12,Fall,30185,,SD,MATH120,,Undergraduate,Lab,16
201230,2011-12,Fall,30186,,SD,MATH110,,Undergraduate,Lab,16
201230,2011-12,Fall,30187,,SD,MATH110,,Undergraduate,Lab,16
201230,2011-12,Fall,30188,,SD,MATH110,,Undergraduate,Lecture,30
201230,2011-12,Fall,30189,,SD,MATH110,,Undergraduate,Lab,15
201230,2011-12,Fall,30190,,AD,HIST327,,Undergraduate,Lecture,34
201230,2011-12,Fall,30192,,SD,CSIS220,,Undergraduate,Lab,13
201230,2011-12,Fall,30193,,SD,CSIS220,,Undergraduate,Lab,16
201230,2011-12,Fall,30195,,AD,PSYC400,,Undergraduate,Lab,12
201230,2011-12,Fall,30197,,SD,ENVA100,,Undergraduate,Lab,9
201230,2011-12,Fall,30200,,AD,AMST451,,Undergraduate,Colloquium,7
201230,2011-12,Fall,30202,,AD,ENGL790,,Undergraduate,Seminar,1
201230,2011-12,Fall,30203,,AD,SPAN101,,Undergraduate,Lecture/Lab,19
201230,2011-12,Fall,30206,,AD,HIST101,,Undergraduate,Lecture,30
201230,2011-12,Fall,30208,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30209,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30210,,SD,BIOL110,,Undergraduate,Lab,17
201230,2011-12,Fall,30211,,SD,BIOL110,,Undergraduate,Lab,17
201230,2011-12,Fall,30212,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30213,,SD,BIOL110,,Undergraduate,Lab,17
201230,2011-12,Fall,30214,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30215,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30216,,AD,HIST190,,Undergraduate,Seminar,10
201230,2011-12,Fall,30217,,SD,BIOL340,,Undergraduate,Lecture,32
201230,2011-12,Fall,30218,,SD,BIOL340,,Undergraduate,Lab,16
201230,2011-12,Fall,30221,,BD,ACCT200,,Undergraduate,Lecture,13
201230,2011-12,Fall,30223,,BD,QBUS100,,Undergraduate,Lecture,25
201230,2011-12,Fall,30224,,BD,QBUS100,,Undergraduate,Lecture,24
201230,2011-12,Fall,30227,,AD,PHIL101,,Undergraduate,Lecture,29
201230,2011-12,Fall,30228,,BD,ACCT205,,Undergraduate,Lecture,20
201230,2011-12,Fall,30232,,AD,PSYC215,,Undergraduate,Lecture,17
201230,2011-12,Fall,30233,,AD,PSYC240,,Undergraduate,Lecture,29
201230,2011-12,Fall,30235,,BD,ACCT460,,Undergraduate,Lecture,18
201230,2011-12,Fall,30236,,BD,ACCT472,,Undergraduate,Lecture,16
201230,2011-12,Fall,30237,,AD,RELG141,,Undergraduate,Lecture,33
201230,2011-12,Fall,30241,,AD,HIST101,,Undergraduate,Lecture,25
201230,2011-12,Fall,30242,,AD,SPAN201,,Undergraduate,Lecture/Lab,11
201230,2011-12,Fall,30243,,SD,PHYS010,,Undergraduate,Lecture,35
201230,2011-12,Fall,30246,,SD,BIOL025,,Undergraduate,Lecture,34
201230,2011-12,Fall,30247,,BD,ECON790,,Undergraduate,Seminar,1
201230,2011-12,Fall,30248,,BD,ECON791,,Undergraduate,Seminar,1
201230,2011-12,Fall,30249,,AD,SPAN370,,Undergraduate,Lecture,15
201230,2011-12,Fall,30250,,AD,AMSL101,,Undergraduate,Lecture,16
201230,2011-12,Fall,30251,,SD,MATH191,,Undergraduate,Lecture,18
201230,2011-12,Fall,30259,,AD,EDUC487,,Undergraduate,Clinical Experience,14
201230,2011-12,Fall,30260,,AD,EDUC488,,Undergraduate,Clinical Experience,14
201230,2011-12,Fall,30263,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201230,2011-12,Fall,30264,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201230,2011-12,Fall,30265,,AD,AMSL101,,Undergraduate,Lecture,16
201230,2011-12,Fall,30267,,AD,EDUC260,,Undergraduate,Lecture,16
201230,2011-12,Fall,30271,,BD,QBUS200,,Undergraduate,Lecture,18
201230,2011-12,Fall,30272,,BD,QBUS200,,Undergraduate,Lecture,18
201230,2011-12,Fall,30273,,AD,SOCI120,,Undergraduate,Lecture,27
201230,2011-12,Fall,30276,,AD,ENGL011,,Undergraduate,Lecture,20
201230,2011-12,Fall,30277,,SD,CHEM311,,Undergraduate,Lecture,7
201230,2011-12,Fall,30278,,SD,CHEM416,,Undergraduate,Lab,11
201230,2011-12,Fall,30279,,SD,CHEM415,,Undergraduate,Lecture,11
201230,2011-12,Fall,30280,,SD,BIOL190,,Undergraduate,Lecture,21
201230,2011-12,Fall,30281,,SD,BIOL190,,Undergraduate,Lecture,20
201230,2011-12,Fall,30282,,SD,BIOL420,,Undergraduate,Lab,14
201230,2011-12,Fall,30285,,AD,POSC180,,Undergraduate,Lecture,19
201230,2011-12,Fall,30286,,AD,PSYC300,,Undergraduate,Lab,8
201230,2011-12,Fall,30287,,SD,PHYS130,,Undergraduate,Lecture,13
201230,2011-12,Fall,30290,,BD,ACCT200,,Undergraduate,Lecture,9
201230,2011-12,Fall,30291,,BD,ACCT205,,Undergraduate,Lecture,15
201230,2011-12,Fall,30292,,BD,ACCT205,,Undergraduate,Lecture,14
201230,2011-12,Fall,30293,,BD,ACCT200,,Undergraduate,Lecture,21
201230,2011-12,Fall,30294,,BD,ACCT200,,Undergraduate,Lecture,21
201230,2011-12,Fall,30299,,SD,CHEM428,,Undergraduate,Lecture,10
201230,2011-12,Fall,30300,,SD,CSIS114,,Undergraduate,Lecture,26
201230,2011-12,Fall,30301,,SD,BIOL420,,Undergraduate,Lab,12
201230,2011-12,Fall,30302,,SD,BIOL490,,Undergraduate,Seminar,22
201230,2011-12,Fall,30303,,SD,PHYS010,,Undergraduate,Lecture,34
201230,2011-12,Fall,30304,,SD,CSIS011,,Undergraduate,Lecture,15
201230,2011-12,Fall,30305,,SD,CSIS011,,Undergraduate,Lecture,15
201230,2011-12,Fall,30306,,SD,CSIS114,,Undergraduate,Lab,16
201230,2011-12,Fall,30307,,SD,CSIS114,,Undergraduate,Lab,13
201230,2011-12,Fall,30308,,SD,CSIS114,,Undergraduate,Lab,16
201230,2011-12,Fall,30309,,SD,CSIS114,,Undergraduate,Lecture,27
201230,2011-12,Fall,30310,,SD,CSIS114,,Undergraduate,Lab,16
201230,2011-12,Fall,30313,,SD,BIOL230,,Undergraduate,Lecture,21
201230,2011-12,Fall,30314,,SD,BIOL230,,Undergraduate,Lab,11
201230,2011-12,Fall,30315,,SD,BIOL230,,Undergraduate,Lab,10
201230,2011-12,Fall,30319,,AD,FREN201,,Undergraduate,Lecture/Lab,9
201230,2011-12,Fall,30320,,AD,PSYC100,,Undergraduate,Lecture,30
201230,2011-12,Fall,30321,,AD,PSYC215,,Undergraduate,Lecture,28
201230,2011-12,Fall,30322,,AD,RUSS101,,Undergraduate,Lecture/Lab,13
201230,2011-12,Fall,30323,,AD,ENGL090,,Undergraduate,Seminar,11
201230,2011-12,Fall,30324,,AD,HIST190,,Undergraduate,Seminar,12
201230,2011-12,Fall,30326,,AD,POSC489,,Undergraduate,Internship,8
201230,2011-12,Fall,30327,,AD,PSYC300,,Undergraduate,Lecture,16
201230,2011-12,Fall,30328,,AD,SWRK410,,Undergraduate,Practicum,7
201230,2011-12,Fall,30329,,AD,ENGL236,,Undergraduate,Lecture,25
201230,2011-12,Fall,30331,,AD,ENGL011,,Undergraduate,Lecture,18
201230,2011-12,Fall,30332,,AD,SWRK491,,Undergraduate,Workshop,21
201230,2011-12,Fall,30333,,BD,BUDV450,,Undergraduate,Lecture,20
201230,2011-12,Fall,30334,,AD,POSC130,,Undergraduate,Lecture,25
201230,2011-12,Fall,30335,,IN,HNRS400,,Undergraduate,Independent Research,1
201230,2011-12,Fall,30336,,IN,HNRS400,,Undergraduate,Independent Research,1
201230,2011-12,Fall,30338,,SD,BIOL110,,Undergraduate,Lab,16
201230,2011-12,Fall,30339,,SD,BIOL110,,Undergraduate,Lecture,32
201230,2011-12,Fall,30340,,SD,CHEM110,,Undergraduate,Lab,18
201230,2011-12,Fall,30341,,IN,HNRS400,,Undergraduate,Independent Research,1
201230,2011-12,Fall,30342,,IN,HNRS400,,Undergraduate,Independent Research,1
201230,2011-12,Fall,30344,,AD,POSC100,,Undergraduate,Lecture,30
201230,2011-12,Fall,30345,,AD,ENGL090,,Undergraduate,Seminar,12
201230,2011-12,Fall,30347,,BD,ACCT200,,Undergraduate,Lecture,11
201230,2011-12,Fall,30348,,AD,HIST499,,Undergraduate,Lecture,15
201230,2011-12,Fall,30354,,AD,ITAL101,,Undergraduate,Lecture,19
201230,2011-12,Fall,30355,,AD,ITAL201,,Undergraduate,Lecture,16
201230,2011-12,Fall,30357,,BD,BUDV450,,Undergraduate,Lecture,19
201230,2011-12,Fall,30358,,SD,CSIS010,,Undergraduate,Lecture,30
201230,2011-12,Fall,30359,,SD,CSIS010,,Undergraduate,Lab,14
201230,2011-12,Fall,30360,,SD,CSIS010,,Undergraduate,Lab,12
201230,2011-12,Fall,30361,,SD,CSIS114,,Undergraduate,Lecture,32
201230,2011-12,Fall,30362,,SD,CSIS114,,Undergraduate,Lecture,31
201230,2011-12,Fall,30363,,SD,CSIS114,,Undergraduate,Lab,16
201230,2011-12,Fall,30364,,SD,CSIS114,,Undergraduate,Lab,16
201230,2011-12,Fall,30365,,SD,CSIS114,,Undergraduate,Lab,15
201230,2011-12,Fall,30366,,SD,BIOL340,,Undergraduate,Lab,16
201230,2011-12,Fall,30372,,AD,CREA200,,Undergraduate,Studio Course,12
201230,2011-12,Fall,30373,,AD,CREA200,,Undergraduate,Studio Course,14
201230,2011-12,Fall,30374,,AD,CREA204,,Undergraduate,Studio Course,15
201230,2011-12,Fall,30375,,AD,CREA210,,Undergraduate,Performance,13
201230,2011-12,Fall,30381,,AD,CREA165,,Undergraduate,Lecture,14
