Term,AY,Semester,Crn1,Crn2,School,Course1,Course2,Level,Schedule,Enroll
201130,2010-11,Fall,30794,31133,AD,MULT300,SWRK466,Undergraduate,Lecture,12
201130,2010-11,Fall,30203,31145,AD,HIST330,MULT370,Undergraduate,Lecture,25
201130,2010-11,Fall,31146,,AD,HIST340,,Undergraduate,Lecture,14
201130,2010-11,Fall,31148,31149,AD,HIST350,MULT340,Undergraduate,Lecture,30
201130,2010-11,Fall,31150,,AD,HIST375,,Undergraduate,Lecture,12
201130,2010-11,Fall,31156,31157,AD,AMST401,HIST402,Undergraduate,Lecture,13
201130,2010-11,Fall,31154,,AD,HIST461,,Undergraduate,Lecture,7
201130,2010-11,Fall,30206,31161,AD,MULT300,WSTU300,Undergraduate,Lecture,25
201130,2010-11,Fall,30644,,AD,RELG490,,Undergraduate,Seminar,7
201130,2010-11,Fall,31179,31180,AD,SOCI230,WSTU260,Undergraduate,Lecture,24
201130,2010-11,Fall,30666,31224,AD,ENGL215,WSTU215,Undergraduate,Lecture,28
201130,2010-11,Fall,30461,31239,AD,CLSS305,HIST205,Undergraduate,Lecture,34
201130,2010-11,Fall,31251,31259,AD,GLST300,WSTU300,Undergraduate,Lecture,17
201130,2010-11,Fall,31233,31249,AD,ENGL285,WSTU400,Undergraduate,Lecture,12
201130,2010-11,Fall,30352,31250,AD,ENGL490,WSTU300,Undergraduate,Lecture,13
201130,2010-11,Fall,31168,31255,AD,RELG250,WSTU250,Undergraduate,Lecture,5
201130,2010-11,Fall,30498,,AD,CREA231,,Undergraduate,Lecture,33
201130,2010-11,Fall,31256,31373,AD,GLST300,MULT300,Undergraduate,Lecture,7
201130,2010-11,Fall,30785,,AD,RELG400,,Undergraduate,Lecture,12
201130,2010-11,Fall,30634,31258,AD,GLST300,POSC339,Undergraduate,Lecture,20
201130,2010-11,Fall,31260,31261,AD,PCST240,RELG300,Undergraduate,Lecture,25
201130,2010-11,Fall,30411,,AD,ENGL490,,Undergraduate,Seminar,12
201130,2010-11,Fall,31170,31273,AD,MULT300,RELG305,Undergraduate,Lecture,34
201130,2010-11,Fall,31274,31275,AD,ENGL372,MULT360,Undergraduate,Lecture,28
201130,2010-11,Fall,30833,31277,AD,FREN027,GLST300,Undergraduate,Lecture,25
201130,2010-11,Fall,31182,31278,AD,MULT300,SOCI385,Undergraduate,Lecture,9
201130,2010-11,Fall,31247,,AD,SPAN360,,Undergraduate,Lecture,17
201130,2010-11,Fall,30763,31365,AD,MULT180,POSC140,Undergraduate,Lecture,30
201130,2010-11,Fall,30762,,AD,POSC140,,Undergraduate,Lecture,30
201130,2010-11,Fall,30001,,SD,ENVA100,,Undergraduate,Lecture,21
201130,2010-11,Fall,30002,,SD,PHYS110,,Undergraduate,Lecture,25
201130,2010-11,Fall,30003,,SD,PHYS110,,Undergraduate,Lab,25
201130,2010-11,Fall,30004,,SD,PHYS110,,Undergraduate,Lecture,26
201130,2010-11,Fall,30006,,SD,PHYS130,,Undergraduate,Lecture,18
201130,2010-11,Fall,30007,,SD,PHYS130,,Undergraduate,Lab,20
201130,2010-11,Fall,30008,,SD,PHYS132,,Undergraduate,Lecture,20
201130,2010-11,Fall,30009,,SD,BIOL110,,Undergraduate,Lecture,32
201130,2010-11,Fall,30010,,SD,BIOL110,,Undergraduate,Lecture,30
201130,2010-11,Fall,30011,,SD,BIOL110,,Undergraduate,Lecture,33
201130,2010-11,Fall,30012,,SD,BIOL170,,Undergraduate,Lecture,17
201130,2010-11,Fall,30013,,SD,BIOL130,,Undergraduate,Lecture,33
201130,2010-11,Fall,30014,,SD,BIOL130,,Undergraduate,Lab,17
201130,2010-11,Fall,30015,,SD,BIOL220,,Undergraduate,Lecture,32
201130,2010-11,Fall,30016,,AD,PSYC300,,Undergraduate,Lab,8
201130,2010-11,Fall,30017,,SD,BIOL220,,Undergraduate,Lecture,30
201130,2010-11,Fall,30018,,SD,BIOL220,,Undergraduate,Lecture,29
201130,2010-11,Fall,30019,,SD,BIOL220,,Undergraduate,Lab,17
201130,2010-11,Fall,30020,,AD,PSYC300,,Undergraduate,Lab,8
201130,2010-11,Fall,30021,,SD,BIOL220,,Undergraduate,Lab,16
201130,2010-11,Fall,30022,,SD,BIOL220,,Undergraduate,Lab,15
201130,2010-11,Fall,30023,,SD,BIOL220,,Undergraduate,Lab,10
201130,2010-11,Fall,30024,,SD,BIOL220,,Undergraduate,Lab,14
201130,2010-11,Fall,30025,,AD,PSYC300,,Undergraduate,Lab,8
201130,2010-11,Fall,30028,,AD,EDUC210,,Undergraduate,Lecture,24
201130,2010-11,Fall,30029,,AD,EDUC210,,Undergraduate,Lecture,23
201130,2010-11,Fall,30030,,AD,EDUC481,,Undergraduate,Practicum,5
201130,2010-11,Fall,30031,,AD,EDUC481,,Undergraduate,Practicum,1
201130,2010-11,Fall,30032,,AD,EDUC481,,Undergraduate,Practicum,5
201130,2010-11,Fall,30033,,AD,EDUC495,,Undergraduate,Workshop,10
201130,2010-11,Fall,30034,,AD,EDUC496,,Undergraduate,Workshop,10
201130,2010-11,Fall,30035,,AD,HIST101,,Undergraduate,Lecture,29
201130,2010-11,Fall,30037,,AD,HIST101,,Undergraduate,Lecture,31
201130,2010-11,Fall,30039,,AD,FREN101,,Undergraduate,Lecture/Lab,16
201130,2010-11,Fall,30040,,AD,FREN101,,Undergraduate,Lecture/Lab,14
201130,2010-11,Fall,30041,,AD,GERM101,,Undergraduate,Lecture/Lab,13
201130,2010-11,Fall,30042,,AD,SPAN101,,Undergraduate,Lecture/Lab,21
201130,2010-11,Fall,30043,,AD,SPAN101,,Undergraduate,Lecture/Lab,20
201130,2010-11,Fall,30044,,AD,SPAN301,,Undergraduate,Lecture,10
201130,2010-11,Fall,30045,,AD,SPAN301,,Undergraduate,Lecture,15
201130,2010-11,Fall,30046,,IN,FOUN100,,Undergraduate,Lecture,16
201130,2010-11,Fall,30047,,IN,FOUN100,,Undergraduate,Lecture,16
201130,2010-11,Fall,30048,,IN,FOUN100,,Undergraduate,Lecture,17
201130,2010-11,Fall,30049,,IN,FOUN100,,Undergraduate,Lecture,15
201130,2010-11,Fall,30050,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30051,,IN,FOUN100,,Undergraduate,Lecture,20
201130,2010-11,Fall,30052,,IN,FOUN100,,Undergraduate,Lecture,18
201130,2010-11,Fall,30053,,IN,FOUN100,,Undergraduate,Lecture,18
201130,2010-11,Fall,30054,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30055,,AD,ENGL011,,Undergraduate,Lecture,19
201130,2010-11,Fall,30056,,AD,ENGL011,,Undergraduate,Lecture,20
201130,2010-11,Fall,30057,,AD,ENGL011,,Undergraduate,Lecture,19
201130,2010-11,Fall,30059,,AD,PSYC100,,Undergraduate,Lecture,31
201130,2010-11,Fall,30060,,AD,PHIL101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30061,,AD,PHIL101,,Undergraduate,Lecture,29
201130,2010-11,Fall,30062,,AD,POSC100,,Undergraduate,Lecture,9
201130,2010-11,Fall,30064,,AD,SWRK100,,Undergraduate,Lecture,29
201130,2010-11,Fall,30065,,AD,SWRK300,,Undergraduate,Lecture,23
201130,2010-11,Fall,30066,,SD,BIOL440,,Undergraduate,Lecture,30
201130,2010-11,Fall,30067,,SD,BIOL440,,Undergraduate,Lab,15
201130,2010-11,Fall,30068,,SD,BIOL440,,Undergraduate,Lab,14
201130,2010-11,Fall,30069,,SD,MATH010,,Undergraduate,Lecture,36
201130,2010-11,Fall,30071,,SD,MATH110,,Undergraduate,Lecture,28
201130,2010-11,Fall,30072,,SD,MATH110,,Undergraduate,Lecture,30
201130,2010-11,Fall,30073,,SD,MATH110,,Undergraduate,Lecture,29
201130,2010-11,Fall,30074,,SD,MATH110,,Undergraduate,Lab,15
201130,2010-11,Fall,30075,,SD,MATH110,,Undergraduate,Lab,16
201130,2010-11,Fall,30076,,SD,MATH110,,Undergraduate,Lab,13
201130,2010-11,Fall,30077,,SD,MATH210,,Undergraduate,Lecture,23
201130,2010-11,Fall,30078,,SD,MATH310,,Undergraduate,Lecture,15
201130,2010-11,Fall,30079,,SD,CHEM210,,Undergraduate,Lecture,34
201130,2010-11,Fall,30080,,SD,CHEM210,,Undergraduate,Lab,15
201130,2010-11,Fall,30081,,SD,CHEM210,,Undergraduate,Lab,16
201130,2010-11,Fall,30082,,SD,CHEM210,,Undergraduate,Lecture,34
201130,2010-11,Fall,30083,,SD,CHEM210,,Undergraduate,Lab,15
201130,2010-11,Fall,30084,,SD,CHEM210,,Undergraduate,Lab,14
201130,2010-11,Fall,30085,,SD,CHEM210,,Undergraduate,Lecture,35
201130,2010-11,Fall,30086,,SD,CHEM210,,Undergraduate,Lab,16
201130,2010-11,Fall,30088,,SD,CHEM110,,Undergraduate,Chem Studio Lab,13
201130,2010-11,Fall,30089,,SD,CHEM110,,Undergraduate,Chem Studio Lab,11
201130,2010-11,Fall,30090,,SD,CHEM110,,Undergraduate,Lab,13
201130,2010-11,Fall,30091,,SD,CHEM110,,Undergraduate,Lab,16
201130,2010-11,Fall,30092,,SD,CHEM110,,Undergraduate,Lecture,28
201130,2010-11,Fall,30093,,SD,CHEM110,,Undergraduate,Chem Studio Lab,13
201130,2010-11,Fall,30094,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201130,2010-11,Fall,30095,,SD,CHEM110,,Undergraduate,Lab,15
201130,2010-11,Fall,30096,,SD,CHEM110,,Undergraduate,Lecture,24
201130,2010-11,Fall,30097,,SD,CHEM110,,Undergraduate,Chem Studio Lab,9
201130,2010-11,Fall,30098,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201130,2010-11,Fall,30099,,SD,CHEM110,,Undergraduate,Lecture,35
201130,2010-11,Fall,30100,,SD,CHEM110,,Undergraduate,Chem Studio Lab,18
201130,2010-11,Fall,30101,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201130,2010-11,Fall,30102,,SD,CHEM210,,Undergraduate,Lab,16
201130,2010-11,Fall,30103,,SD,CHEM110,,Undergraduate,Lab,11
201130,2010-11,Fall,30104,,SD,CHEM110,,Undergraduate,Lab,14
201130,2010-11,Fall,30105,,SD,CHEM110,,Undergraduate,Lab,16
201130,2010-11,Fall,30106,,SD,CHEM110,,Undergraduate,Lab,15
201130,2010-11,Fall,30107,,SD,CHEM110,,Undergraduate,Lab,13
201130,2010-11,Fall,30108,,SD,CSIS010,,Undergraduate,Lecture,30
201130,2010-11,Fall,30109,,SD,CSIS010,,Undergraduate,Lecture,29
201130,2010-11,Fall,30110,,SD,CSIS010,,Undergraduate,Lab,14
201130,2010-11,Fall,30111,,SD,CSIS010,,Undergraduate,Lab,15
201130,2010-11,Fall,30112,,SD,CSIS010,,Undergraduate,Lab,15
201130,2010-11,Fall,30113,,SD,CSIS010,,Undergraduate,Lab,14
201130,2010-11,Fall,30114,,SD,CSIS010,,Undergraduate,Lab,12
201130,2010-11,Fall,30115,,SD,CSIS110,,Undergraduate,Lecture,20
201130,2010-11,Fall,30116,,SD,CSIS110,,Undergraduate,Lecture,28
201130,2010-11,Fall,30117,,SD,CSIS110,,Undergraduate,Lab,14
201130,2010-11,Fall,30118,,SD,CSIS110,,Undergraduate,Lab,11
201130,2010-11,Fall,30119,,SD,CSIS110,,Undergraduate,Lab,14
201130,2010-11,Fall,30120,,SD,CSIS110,,Undergraduate,Lab,9
201130,2010-11,Fall,30121,,SD,CSIS210,,Undergraduate,Lecture,29
201130,2010-11,Fall,30122,,SD,CSIS210,,Undergraduate,Lab,13
201130,2010-11,Fall,30123,,SD,CSIS220,,Undergraduate,Lecture,18
201130,2010-11,Fall,30124,,SD,CSIS410,,Undergraduate,Lecture,12
201130,2010-11,Fall,30125,,SD,MATH360,,Undergraduate,Lecture,13
201130,2010-11,Fall,30126,,AD,ATDV788,,Undergraduate,Independent Research,1
201130,2010-11,Fall,30127,,AD,ATDV789,,Undergraduate,Internship,4
201130,2010-11,Fall,30128,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30129,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30130,,AD,SOCI201,,Undergraduate,Lecture,17
201130,2010-11,Fall,30131,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30132,,IN,FOUN100,,Undergraduate,Lecture,17
201130,2010-11,Fall,30133,,AD,ENGL250,,Undergraduate,Lecture,24
201130,2010-11,Fall,30134,,SD,PHYS010,,Undergraduate,Lecture,36
201130,2010-11,Fall,30135,,SD,CSIS010,,Undergraduate,Lecture,30
201130,2010-11,Fall,30136,,SD,CSIS010,,Undergraduate,Lab,15
201130,2010-11,Fall,30139,,SD,SCDV480,,Undergraduate,Internship,7
201130,2010-11,Fall,30141,,AD,HIST201,,Undergraduate,Lecture,35
201130,2010-11,Fall,30142,,AD,SPAN330,,Undergraduate,Lecture,17
201130,2010-11,Fall,30143,,SD,CSIS110,,Undergraduate,Lecture,31
201130,2010-11,Fall,30144,,SD,CSIS110,,Undergraduate,Lab,16
201130,2010-11,Fall,30145,,AD,ATDV787,,Undergraduate,Lecture,3
201130,2010-11,Fall,30146,,AD,POSC790,,Undergraduate,Seminar,2
201130,2010-11,Fall,30147,,AD,POSC791,,Undergraduate,Seminar,2
201130,2010-11,Fall,30148,,AD,POSC792,,Undergraduate,Seminar,1
201130,2010-11,Fall,30149,,AD,POSC793,,Undergraduate,Seminar,1
201130,2010-11,Fall,30152,,AD,ENGL011,,Undergraduate,Lecture,19
201130,2010-11,Fall,30153,,AD,WRIT360,,Undergraduate,Lecture,17
201130,2010-11,Fall,30154,,SD,CSIS110,,Undergraduate,Lab,15
201130,2010-11,Fall,30155,,SD,BIOL130,,Undergraduate,Lecture,32
201130,2010-11,Fall,30156,,SD,CSIS210,,Undergraduate,Lab,16
201130,2010-11,Fall,30159,,AD,ATDV110,,Undergraduate,Lecture,15
201130,2010-11,Fall,30160,,AD,PSYC400,,Undergraduate,Lecture,3
201130,2010-11,Fall,30161,,AD,SOCI190,,Undergraduate,Lecture,35
201130,2010-11,Fall,30163,,SD,BIOL130,,Undergraduate,Lab,16
201130,2010-11,Fall,30164,,SD,MATH110,,Undergraduate,Lab,16
201130,2010-11,Fall,30165,,AD,ENGL791,,Undergraduate,Seminar,1
201130,2010-11,Fall,30166,,SD,MATH110,,Undergraduate,Lab,15
201130,2010-11,Fall,30167,,SD,MATH120,,Undergraduate,Lecture,26
201130,2010-11,Fall,30168,,AD,RELG360,,Undergraduate,Lecture,19
201130,2010-11,Fall,30169,,AD,EDUC260,,Undergraduate,Lecture,15
201130,2010-11,Fall,30170,,AD,ENGL200,,Undergraduate,Lecture,16
201130,2010-11,Fall,30171,,AD,ENGL200,,Undergraduate,Lecture,20
201130,2010-11,Fall,30172,,AD,WRIT220,,Undergraduate,Lecture,18
201130,2010-11,Fall,30173,,AD,PSYC100,,Undergraduate,Lecture,29
201130,2010-11,Fall,30174,,AD,PSYC220,,Undergraduate,Lecture,36
201130,2010-11,Fall,30175,,AD,PSYC220,,Undergraduate,Lecture,36
201130,2010-11,Fall,30176,,AD,HIST203,,Undergraduate,Lecture,35
201130,2010-11,Fall,30178,,AD,ATDV110,,Undergraduate,Lecture,19
201130,2010-11,Fall,30179,,AD,SWRK452,,Undergraduate,Lecture,25
201130,2010-11,Fall,30180,,IN,FOUN100,,Undergraduate,Lecture,17
201130,2010-11,Fall,30182,,AD,POSC130,,Undergraduate,Lecture,29
201130,2010-11,Fall,30185,,SD,MATH210,,Undergraduate,Lab,13
201130,2010-11,Fall,30186,,SD,MATH191,,Undergraduate,Lecture,18
201130,2010-11,Fall,30189,,AD,PHIL101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30190,,AD,PSYC260,,Undergraduate,Lecture,30
201130,2010-11,Fall,30191,,AD,PSYC260,,Undergraduate,Lecture,30
201130,2010-11,Fall,30192,,AD,RELG141,,Undergraduate,Lecture,27
201130,2010-11,Fall,30193,,AD,RELG141,,Undergraduate,Lecture,30
201130,2010-11,Fall,30194,,SD,CHEM240,,Undergraduate,Lecture,21
201130,2010-11,Fall,30195,,SD,BIOL420,,Undergraduate,Lecture,32
201130,2010-11,Fall,30196,,SD,MATH120,,Undergraduate,Lab,7
201130,2010-11,Fall,30197,,SD,MATH110,,Undergraduate,Lab,15
201130,2010-11,Fall,30198,,SD,MATH110,,Undergraduate,Lab,14
201130,2010-11,Fall,30199,,SD,MATH110,,Undergraduate,Lecture,27
201130,2010-11,Fall,30201,,SD,MATH110,,Undergraduate,Lab,11
201130,2010-11,Fall,30202,,AD,HIST327,,Undergraduate,Lecture,33
201130,2010-11,Fall,30204,,SD,CSIS220,,Undergraduate,Lab,14
201130,2010-11,Fall,30205,,SD,CSIS220,,Undergraduate,Lab,4
201130,2010-11,Fall,30207,,AD,PSYC400,,Undergraduate,Lab,3
201130,2010-11,Fall,30208,,AD,SOCI101,,Undergraduate,Lecture,33
201130,2010-11,Fall,30209,,SD,ENVA100,,Undergraduate,Lab,9
201130,2010-11,Fall,30210,,SD,PHYS010,,Undergraduate,Lecture,32
201130,2010-11,Fall,30211,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30212,,AD,AMST451,,Undergraduate,Colloquium,3
201130,2010-11,Fall,30214,,AD,ENGL790,,Undergraduate,Seminar,1
201130,2010-11,Fall,30215,,AD,SPAN101,,Undergraduate,Lecture/Lab,20
201130,2010-11,Fall,30217,,AD,CREA103,,Undergraduate,Lecture,36
201130,2010-11,Fall,30218,,AD,HIST101,,Undergraduate,Lecture,29
201130,2010-11,Fall,30219,,AD,PHIL101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30220,,SD,BIOL110,,Undergraduate,Lab,15
201130,2010-11,Fall,30221,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30222,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30223,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30224,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30225,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30226,,SD,BIOL110,,Undergraduate,Lab,16
201130,2010-11,Fall,30227,,SD,BIOL110,,Undergraduate,Lab,15
201130,2010-11,Fall,30228,,AD,HIST190,,Undergraduate,Seminar,11
201130,2010-11,Fall,30229,,SD,BIOL340,,Undergraduate,Lecture,32
201130,2010-11,Fall,30230,,SD,BIOL340,,Undergraduate,Lab,16
201130,2010-11,Fall,30231,,BD,ECON102,,Undergraduate,Lecture,29
201130,2010-11,Fall,30232,,BD,ECON102,,Undergraduate,Lecture,27
201130,2010-11,Fall,30233,,BD,ACCT200,,Undergraduate,Lecture,19
201130,2010-11,Fall,30235,,BD,QBUS100,,Undergraduate,Lecture,26
201130,2010-11,Fall,30236,,BD,QBUS100,,Undergraduate,Lecture,26
201130,2010-11,Fall,30237,,BD,QBUS100,,Undergraduate,Lecture,26
201130,2010-11,Fall,30238,,BD,QBUS200,,Undergraduate,Lecture,28
201130,2010-11,Fall,30239,,BD,QBUS200,,Undergraduate,Lecture,28
201130,2010-11,Fall,30240,,AD,PHIL101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30241,,BD,ACCT205,,Undergraduate,Lecture,24
201130,2010-11,Fall,30243,,BD,MKMG113,,Undergraduate,Lecture,18
201130,2010-11,Fall,30244,,BD,BUDV482,,Undergraduate,Internship,33
201130,2010-11,Fall,30246,,AD,PSYC100,,Undergraduate,Lecture,29
201130,2010-11,Fall,30247,,AD,PSYC215,,Undergraduate,Lecture,21
201130,2010-11,Fall,30248,,AD,PSYC240,,Undergraduate,Lecture,30
201130,2010-11,Fall,30249,,AD,PSYC240,,Undergraduate,Lecture,30
201130,2010-11,Fall,30250,,BD,ACCT460,,Undergraduate,Lecture,27
201130,2010-11,Fall,30251,,BD,ACCT472,,Undergraduate,Lecture,27
201130,2010-11,Fall,30252,,AD,RELG141,,Undergraduate,Lecture,30
201130,2010-11,Fall,30253,,AD,CREA103,,Undergraduate,Lecture,35
201130,2010-11,Fall,30254,,AD,CREA120,,Undergraduate,Lecture,6
201130,2010-11,Fall,30255,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30256,,AD,HIST101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30258,,AD,SPAN201,,Undergraduate,Lecture/Lab,12
201130,2010-11,Fall,30259,,SD,PHYS010,,Undergraduate,Lecture,32
201130,2010-11,Fall,30262,,SD,BIOL025,,Undergraduate,Lecture,35
201130,2010-11,Fall,30265,,AD,SPAN370,,Undergraduate,Lecture,16
201130,2010-11,Fall,30266,,AD,AMSL101,,Undergraduate,Lecture,16
201130,2010-11,Fall,30267,,SD,MATH191,,Undergraduate,Lecture,16
201130,2010-11,Fall,30333,,AD,EDUC487,,Undergraduate,Clinical Experience,10
201130,2010-11,Fall,30334,,AD,EDUC488,,Undergraduate,Clinical Experience,10
201130,2010-11,Fall,30335,,AD,PHIL101,,Undergraduate,Lecture,30
201130,2010-11,Fall,30337,,IN,FOUN100,,Undergraduate,Lecture,20
201130,2010-11,Fall,30338,,SD,CHEM110,,Undergraduate,Chem Studio Lab,14
201130,2010-11,Fall,30339,,SD,CHEM110,,Undergraduate,Chem Studio Lab,10
201130,2010-11,Fall,30340,,AD,AMSL101,,Undergraduate,Lecture,16
201130,2010-11,Fall,30342,,AD,EDUC260,,Undergraduate,Lecture,14
201130,2010-11,Fall,30344,,BD,ACCT200,,Undergraduate,Lecture,13
201130,2010-11,Fall,30345,,BD,QBUS300,,Undergraduate,Lecture,29
201130,2010-11,Fall,30346,,BD,QBUS300,,Undergraduate,Lecture,28
201130,2010-11,Fall,30347,,BD,QBUS200,,Undergraduate,Lecture,27
201130,2010-11,Fall,30348,,BD,QBUS200,,Undergraduate,Lecture,27
201130,2010-11,Fall,30350,,AD,SOCI120,,Undergraduate,Lecture,32
201130,2010-11,Fall,30351,,AD,ENGL207,,Undergraduate,Lecture,28
201130,2010-11,Fall,30353,,AD,ENGL011,,Undergraduate,Lecture,19
201130,2010-11,Fall,30354,,SD,CHEM311,,Undergraduate,Lecture,13
201130,2010-11,Fall,30355,,SD,CHEM416,,Undergraduate,Lab,14
201130,2010-11,Fall,30356,,SD,CHEM415,,Undergraduate,Lecture,15
201130,2010-11,Fall,30357,,SD,BIOL190,,Undergraduate,Lecture,18
201130,2010-11,Fall,30358,,SD,BIOL190,,Undergraduate,Lecture,19
201130,2010-11,Fall,30359,,SD,BIOL420,,Undergraduate,Lab,16
201130,2010-11,Fall,30360,,AD,EDUC485,,Undergraduate,Lecture,10
201130,2010-11,Fall,30361,,SD,BIOL460,,Undergraduate,Lecture,15
201130,2010-11,Fall,30362,,AD,POSC180,,Undergraduate,Lecture,18
201130,2010-11,Fall,30363,,AD,PSYC300,,Undergraduate,Lab,8
201130,2010-11,Fall,30364,,SD,PHYS130,,Undergraduate,Lecture,7
201130,2010-11,Fall,30365,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30366,,AD,PHIL101,,Undergraduate,Lecture,29
201130,2010-11,Fall,30367,,BD,ACCT200,,Undergraduate,Lecture,19
201130,2010-11,Fall,30368,,BD,ACCT205,,Undergraduate,Lecture,24
201130,2010-11,Fall,30369,,BD,ACCT205,,Undergraduate,Lecture,24
201130,2010-11,Fall,30370,,BD,ACCT200,,Undergraduate,Lecture,20
201130,2010-11,Fall,30371,,BD,ACCT200,,Undergraduate,Lecture,21
201130,2010-11,Fall,30372,,BD,MKMG332,,Undergraduate,Lecture,31
201130,2010-11,Fall,30373,,BD,MKMG332,,Undergraduate,Lecture,29
201130,2010-11,Fall,30374,,BD,QBUS100,,Undergraduate,Lecture,25
201130,2010-11,Fall,30375,,BD,QBUS300,,Undergraduate,Lecture,25
201130,2010-11,Fall,30377,,SD,CHEM428,,Undergraduate,Lecture,14
201130,2010-11,Fall,30378,,SD,CSIS114,,Undergraduate,Lecture,31
201130,2010-11,Fall,30379,,SD,BIOL420,,Undergraduate,Lab,16
201130,2010-11,Fall,30380,,SD,BIOL490,,Undergraduate,Seminar,26
201130,2010-11,Fall,30381,,SD,PHYS010,,Undergraduate,Lecture,35
201130,2010-11,Fall,30382,,SD,CSIS011,,Undergraduate,Lecture,15
201130,2010-11,Fall,30383,,SD,CSIS011,,Undergraduate,Lecture,14
201130,2010-11,Fall,30384,,SD,CSIS114,,Undergraduate,Lab,16
201130,2010-11,Fall,30385,,SD,CSIS114,,Undergraduate,Lab,16
201130,2010-11,Fall,30386,,SD,CSIS114,,Undergraduate,Lab,16
201130,2010-11,Fall,30387,,SD,CSIS114,,Undergraduate,Lecture,32
201130,2010-11,Fall,30388,,SD,CSIS114,,Undergraduate,Lab,15
201130,2010-11,Fall,30390,,BD,MKMG324,,Undergraduate,Lecture,34
201130,2010-11,Fall,30391,,BD,MKMG324,,Undergraduate,Lecture,34
201130,2010-11,Fall,30395,,IN,FOUN100,,Undergraduate,Lecture,19
201130,2010-11,Fall,30396,,IN,FOUN100,,Undergraduate,Lecture,18
201130,2010-11,Fall,30397,,BD,MKMG113,,Undergraduate,Lecture,19
201130,2010-11,Fall,30398,,AD,FREN201,,Undergraduate,Lecture/Lab,15
201130,2010-11,Fall,30399,,AD,PSYC100,,Undergraduate,Lecture,29
201130,2010-11,Fall,30400,,AD,PSYC215,,Undergraduate,Lecture,18
201130,2010-11,Fall,30402,,AD,RUSS101,,Undergraduate,Lecture/Lab,11
201130,2010-11,Fall,30403,,AD,ENGL090,,Undergraduate,Seminar,11
201130,2010-11,Fall,30404,,AD,HIST190,,Undergraduate,Seminar,11
201130,2010-11,Fall,30405,,AD,ENGL206,,Undergraduate,Lecture,24
201130,2010-11,Fall,30406,,AD,POSC489,,Undergraduate,Internship,7
201130,2010-11,Fall,30407,,AD,PSYC300,,Undergraduate,Lecture,16
201130,2010-11,Fall,30408,,AD,SWRK400,,Undergraduate,Lab,13
201130,2010-11,Fall,30409,,AD,SWRK410,,Undergraduate,Practicum,7
201130,2010-11,Fall,30410,,AD,ENGL236,,Undergraduate,Lecture,23
201130,2010-11,Fall,30412,,AD,ENGL011,,Undergraduate,Lecture,19
201130,2010-11,Fall,30414,,AD,SWRK491,,Undergraduate,Workshop,14
201130,2010-11,Fall,30416,,BD,BUDV450,,Undergraduate,Lecture,19
201130,2010-11,Fall,30417,,AD,POSC130,,Undergraduate,Lecture,30
201130,2010-11,Fall,30418,,IN,HNRS400,,Undergraduate,Independent Research,1
201130,2010-11,Fall,30419,,IN,HNRS400,,Undergraduate,Independent Research,1
201130,2010-11,Fall,30445,,SD,BIOL110,,Undergraduate,Lab,15
201130,2010-11,Fall,30446,,SD,BIOL110,,Undergraduate,Lecture,28
201130,2010-11,Fall,30447,,SD,CHEM110,,Undergraduate,Lab,14
201130,2010-11,Fall,30449,,IN,HNRS400,,Undergraduate,Independent Research,1
201130,2010-11,Fall,30450,,IN,HNRS400,,Undergraduate,Independent Research,1
201130,2010-11,Fall,30452,,AD,POSC100,,Undergraduate,Lecture,30
201130,2010-11,Fall,30454,,AD,ENGL090,,Undergraduate,Seminar,11
201130,2010-11,Fall,30455,,BD,ACCT340,,Undergraduate,Lecture,27
201130,2010-11,Fall,30456,,BD,ACCT200,,Undergraduate,Lecture,15
201130,2010-11,Fall,30460,,AD,HIST499,,Undergraduate,Lecture,12
201130,2010-11,Fall,30462,,BD,MKMG113,,Undergraduate,Lecture,19
201130,2010-11,Fall,30463,,BD,MKMG339,,Undergraduate,Lecture,32
201130,2010-11,Fall,30464,,BD,MKMG326,,Undergraduate,Lecture,16
201130,2010-11,Fall,30465,,AD,SWRK400,,Undergraduate,Lecture,13
