0,168.16,151.31,14.459,5.8355,73.175,90.866,91.431,101.45,6.0535,-5.5069,179.05,172.58,45.726,40.118,2.5483,0,-0.90914,0,-0.089255,-0.19363,-0.099376,0.022285,0.17735,-0.081625,0,0,0,0,0,0,0.069603,0.064373,0.028735,-0.062179,-0.053716,0.025058,0.018558,0.016985
0.1879,166.52,148.22,14.581,6.236,75.008,91.982,94.046,103.32,5.7487,-5.5663,179.78,172.14,44.459,39.366,2.704,18.691,0.41049,158.36,-0.093572,-0.19358,-0.10895,0.027012,0.18002,-0.093478,-0.51801,0.0062372,-1.1484,0.56721,0.32091,-1.4223,0.066268,0.067945,0.027891,-0.059035,-0.059033,0.024467,0.018071,0.018565
0.21072,164.8,145.04,14.72,6.6247,76.858,92.957,96.653,105.13,5.4387,-5.6324,178.61,171.66,43.156,38.583,2.875,20.509,1.6214,145.31,-0.097764,-0.19344,-0.11845,0.030886,0.18282,-0.10561,-0.50304,0.0173,-1.1406,0.46495,0.33585,-1.4556,0.062954,0.071109,0.027084,-0.055724,-0.064029,0.02342,0.017635,0.020158
0.23882,163.02,141.8,14.878,6.993,78.705,93.731,99.218,106.95,5.1262,-5.7136,177.45,171.14,41.836,37.769,3.0626,22.523,2.6985,129.26,-0.10175,-0.19316,-0.12774,0.033474,0.18578,-0.11794,-0.47828,0.033835,-1.1151,0.3105,0.35465,-1.4798,0.059696,0.073584,0.026337,-0.052217,-0.068606,0.021665,0.017279,0.021774
0.27164,161.22,138.57,15.056,7.3323,80.519,94.241,101.72,108.86,4.8155,-5.8161,176.34,170.56,40.512,36.926,3.2697,24.852,3.625,111.17,-0.10542,-0.1927,-0.13668,0.034425,0.18892,-0.13038,-0.44082,0.05514,-1.0721,0.11416,0.37696,-1.4927,0.056531,0.075136,0.025674,-0.048491,-0.072648,0.019001,0.017035,0.023423
0.30826,159.42,135.4,15.255,7.6344,82.27,94.427,104.14,110.9,4.5131,-5.9435,175.28,169.92,39.194,36.06,3.4995,27.57,4.3926,92.121,-0.10866,-0.19203,-0.14511,0.033503,0.19227,-0.14281,-0.38789,0.080079,-1.0121,-0.11065,0.40189,-1.4912,0.053503,0.075598,0.02511,-0.044534,-0.076025,0.015291,0.016931,0.025113
0.34762,157.66,132.34,15.472,7.8916,83.923,94.232,106.48,113.11,4.2268,-6.0962,174.32,169.23,37.882,35.179,3.7549,30.648,5.0032,73.266,-0.1113,-0.19113,-0.15291,0.030591,0.19584,-0.15508,-0.31758,0.10721,-0.93599,-0.34946,0.42816,-1.4726,0.050656,0.074875,0.024659,-0.040349,-0.078606,0.010472,0.016992,0.026852
0.38856,155.97,129.45,15.707,8.0975,85.445,93.614,108.75,115.51,3.9654,-6.2717,173.47,168.49,36.573,34.296,4.0376,33.928,5.4676,55.731,-0.11321,-0.19001,-0.15996,0.02569,0.19962,-0.16703,-0.22932,0.13495,-0.84518,-0.58812,0.45416,-1.434,0.048033,0.072945,0.024328,-0.035956,-0.080268,0.0045497,0.01724,0.028643
0.43001,154.39,126.77,15.953,8.2469,86.801,92.543,110.94,118.09,3.7378,-6.4655,172.75,167.71,35.256,33.425,4.3472,37.147,5.8056,40.559,-0.11425,-0.18866,-0.16614,0.018909,0.20361,-0.17847,-0.12422,0.16177,-0.74192,-0.81369,0.47807,-1.3736,0.045674,0.069846,0.02412,-0.031392,-0.080917,-0.0024053,0.017689,0.030485
0.4711,152.95,124.35,16.205,8.3364,87.958,91.008,113.07,120.81,3.5519,-6.6716,172.17,166.91,33.911,32.585,4.6803,39.973,6.0448,28.706,-0.11429,-0.18711,-0.17138,0.010451,0.20776,-0.18923,-0.0050446,0.18635,-0.62899,-1.015,0.49799,-1.2906,0.043603,0.065669,0.024035,-0.026711,-0.080498,-0.01027,0.018344,0.032373
