D31(1555) (1/2)- **** 5.1 0 0 4.2 3.6 0 0
D31(1620) (1/2)- **** 4.9 0 0 16.2 3.6 0 0
D31(1835) (1/2)+ --- 3.9 0 0 14.1 8 0 2.9
D31(1875) (1/2)+ **** 9.4 0 0 8.4 6.1 0 6.9
D33(1795) (3/2)+ ***  7.6 0 0 17 1 0 8.7
D33(1915) (3/2)+ ***  7.7 0 0 11.2 8.5 0 3.3
D33(1985) (3/2)+ --- 3.3 0 0 9.7 7.4 0 3.2
D35(1910) (5/2)+ **** 3.4 0 0 4.9 6.4 0 0.4
D35(1990) (5/2)+ **  1.2 0 0 14.1 5.1 0 0.9
D37(1940) (7/2)+ **** 9.8 0 0 7.4 2.6 0 1.2
